Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Label,Src IP,Dst IP,JA3,Timestamp
497456,16,10,1406,155,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 19:58:35.690730
174019,13,2,3949,225,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:58:40.690730
115726,10,16,7619,171,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:58:45.690730
191564,12,16,4295,137,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 19:58:50.690730
427812,2,19,5278,159,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 19:58:55.690730
318246,3,7,2655,45,Benign,45.67.89.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 19:59:00.690730
231408,10,12,2405,182,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:59:05.690730
168015,2,15,7719,31,Benign,185.143.223.12,10.1.1.1,abcd1234ef567890,2026-02-21 19:59:10.690730
266386,13,8,9380,215,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:59:15.690730
304079,13,6,2742,136,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:59:20.690730
76641,18,10,9469,226,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 19:59:25.690730
215656,3,3,6509,105,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:59:30.690730
213817,7,19,4857,173,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:59:35.690730
466309,14,17,3094,157,Benign,185.143.223.12,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:59:40.690730
415890,17,7,8851,27,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:59:45.690730
495101,12,4,1371,204,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:59:50.690730
86631,16,14,1913,160,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 19:59:55.690730
292289,12,15,8901,132,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:00:00.690730
122991,15,8,2561,196,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:00:05.690730
54014,10,15,4220,158,Benign,185.143.223.12,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:00:10.690730
323237,7,14,6224,113,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:00:15.690730
68070,5,9,8575,252,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:00:20.690730
347921,1,8,4496,240,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:00:25.690730
106958,17,17,9383,215,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:00:30.690730
132074,3,2,916,207,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 20:00:35.690730
60729,13,3,7404,96,Benign,10.0.0.5,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:00:40.690730
280785,14,8,7431,151,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:00:45.690730
226089,18,12,182,208,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:00:50.690730
247392,4,1,2020,55,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:00:55.690730
208823,18,10,7917,297,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:01:00.690730
155864,5,3,2193,24,Benign,10.0.0.5,10.1.1.2,abcd1234ef567890,2026-02-21 20:01:05.690730
443002,16,6,7171,53,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 20:01:10.690730
259141,1,7,8067,178,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:01:15.690730
417654,14,18,8467,53,Benign,185.143.223.12,10.1.1.1,abcd1234ef567890,2026-02-21 20:01:20.690730
104748,15,11,5385,107,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 20:01:25.690730
55801,9,19,5037,270,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:01:30.690730
200262,15,5,469,118,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 20:01:35.690730
492905,17,19,1918,292,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:01:40.690730
285362,4,11,2201,113,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:01:45.690730
494209,12,12,3590,265,Benign,192.168.1.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:01:50.690730
79592,5,10,1879,215,Benign,10.0.0.5,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:01:55.690730
322791,5,8,7774,52,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:02:00.690730
189788,11,9,1464,254,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:02:05.690730
269963,6,4,7394,296,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:02:10.690730
298710,7,5,3776,282,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:02:15.690730
270984,14,8,2526,92,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:02:20.690730
422771,11,9,8364,119,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:02:25.690730
382460,13,15,8189,199,Benign,192.168.1.10,10.1.1.1,abcd1234ef567890,2026-02-21 20:02:30.690730
308067,2,15,3062,297,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 20:02:35.690730
314512,7,16,959,260,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:02:40.690730
127575,4,14,4238,221,Benign,192.168.1.20,10.1.1.3,abcd1234ef567890,2026-02-21 20:02:45.690730
318799,8,8,2524,142,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:02:50.690730
287549,19,18,9356,210,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:02:55.690730
120031,13,10,4117,294,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:03:00.690730
137922,14,6,8660,104,Benign,192.168.1.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:03:05.690730
498982,10,12,8442,287,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:03:10.690730
174046,11,2,1234,228,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 20:03:15.690730
456619,2,7,5266,98,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 20:03:20.690730
82097,9,16,5219,81,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:03:25.690730
192038,17,3,5794,256,Benign,10.0.0.5,10.1.1.1,abcd1234ef567890,2026-02-21 20:03:30.690730
174862,3,13,6236,138,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:03:35.690730
280229,6,3,5585,221,Benign,192.168.1.20,10.1.1.3,abcd1234ef567890,2026-02-21 20:03:40.690730
168834,5,18,4264,105,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:03:45.690730
143848,5,11,2446,84,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:03:50.690730
102921,15,8,5139,63,Benign,192.168.1.20,10.1.1.1,abcd1234ef567890,2026-02-21 20:03:55.690730
230798,17,6,4997,63,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:04:00.690730
176141,9,1,8352,227,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 20:04:05.690730
231372,3,1,5141,25,Benign,10.0.0.5,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:04:10.690730
334821,17,8,4001,108,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:04:15.690730
105609,10,5,1437,29,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 20:04:20.690730
277897,3,16,1284,55,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 20:04:25.690730
499877,18,11,4526,202,Benign,192.168.1.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:04:30.690730
81024,18,5,1651,67,Benign,192.168.1.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:04:35.690730
120313,17,4,1729,120,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:04:40.690730
439957,3,6,9619,138,Benign,10.0.0.5,10.1.1.2,abcd1234ef567890,2026-02-21 20:04:45.690730
234078,3,14,1626,203,Benign,192.168.1.20,10.1.1.3,abcd1234ef567890,2026-02-21 20:04:50.690730
407429,6,19,9965,17,Benign,10.0.0.5,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:04:55.690730
458554,13,9,1461,38,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:05:00.690730
163632,15,12,9865,121,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:05:05.690730
462724,9,11,4470,170,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 20:05:10.690730
301451,4,14,5383,140,Benign,10.0.0.5,10.1.1.2,abcd1234ef567890,2026-02-21 20:05:15.690730
53051,14,16,7710,197,Benign,10.0.0.5,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:05:20.690730
229819,5,1,2093,172,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:05:25.690730
426836,2,13,969,206,Benign,45.67.89.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:05:30.690730
137235,11,13,1114,213,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:05:35.690730
497237,9,2,702,221,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:05:40.690730
247484,3,4,790,118,Benign,45.67.89.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:05:45.690730
239407,9,6,8785,285,Benign,192.168.1.10,10.1.1.2,abcd1234ef567890,2026-02-21 20:05:50.690730
499395,3,5,589,82,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:05:55.690730
475309,2,3,6964,176,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:06:00.690730
261810,12,1,7340,269,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 20:06:05.690730
482950,10,4,7886,252,Benign,185.143.223.12,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:06:10.690730
253687,9,2,8124,284,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:06:15.690730
123523,15,5,394,111,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:06:20.690730
286175,8,3,5588,182,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 20:06:25.690730
144476,5,9,4127,180,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:06:30.690730
283841,11,6,3012,150,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:06:35.690730
329163,2,18,4844,197,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:06:40.690730
395757,15,6,1973,95,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:06:45.690730
272866,6,19,3358,61,Benign,192.168.1.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:06:50.690730
136672,8,12,2917,120,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:06:55.690730
123847,5,11,8736,52,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:07:00.690730
394894,16,2,3741,220,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:07:05.690730
260706,18,15,4558,209,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:07:10.690730
78251,6,12,5407,249,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:07:15.690730
153481,5,12,9033,124,Benign,185.143.223.12,10.1.1.1,abcd1234ef567890,2026-02-21 20:07:20.690730
424710,16,9,2141,35,Benign,192.168.1.20,10.1.1.1,abcd1234ef567890,2026-02-21 20:07:25.690730
75945,13,2,779,86,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:07:30.690730
402996,5,3,5838,146,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:07:35.690730
82217,13,12,5768,29,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 20:07:40.690730
58308,17,16,9650,220,Benign,45.67.89.10,10.1.1.2,abcd1234ef567890,2026-02-21 20:07:45.690730
318093,18,1,7797,249,Benign,185.143.223.12,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:07:50.690730
233062,8,3,8133,48,Benign,192.168.1.20,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:07:55.690730
444366,13,2,162,277,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:08:00.690730
270552,19,9,7929,216,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:08:05.690730
150235,3,19,7452,276,Benign,192.168.1.20,10.1.1.1,abcd1234ef567890,2026-02-21 20:08:10.690730
124740,8,15,7015,163,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:08:15.690730
428496,2,18,8426,51,Benign,10.0.0.5,10.1.1.1,abcd1234ef567890,2026-02-21 20:08:20.690730
378761,8,11,3744,20,Benign,10.0.0.5,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:08:25.690730
275913,13,16,5070,107,Benign,10.0.0.5,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:08:30.690730
329040,13,17,8103,284,Benign,192.168.1.20,10.1.1.3,abcd1234ef567890,2026-02-21 20:08:35.690730
442942,1,5,3378,239,Benign,192.168.1.20,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:08:40.690730
227247,6,12,7396,229,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:08:45.690730
188877,19,11,9114,74,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 20:08:50.690730
55237,16,15,3174,241,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:08:55.690730
70056,8,3,8412,61,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:09:00.690730
226615,1,1,7652,272,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:09:05.690730
237628,16,16,1737,276,Benign,45.67.89.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:09:10.690730
164548,9,2,5203,163,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 20:09:15.690730
423632,13,2,9216,149,Benign,192.168.1.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:09:20.690730
184415,11,3,744,60,Benign,10.0.0.5,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:09:25.690730
456716,13,8,2132,126,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:09:30.690730
496438,10,15,2861,55,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:09:35.690730
79375,4,7,2168,97,Benign,192.168.1.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:09:40.690730
190734,6,6,341,217,Benign,45.67.89.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:09:45.690730
66964,7,9,2768,278,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 20:09:50.690730
163429,5,1,902,98,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:09:55.690730
302764,11,8,5159,127,Benign,185.143.223.12,10.1.1.2,abcd1234ef567890,2026-02-21 20:10:00.690730
240710,13,3,295,63,Benign,10.0.0.5,10.1.1.2,abcd1234ef567890,2026-02-21 20:10:05.690730
266139,19,4,2287,125,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 20:10:10.690730
117215,10,15,2430,127,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 20:10:15.690730
381186,10,6,4941,269,Benign,45.67.89.10,10.1.1.2,abcd1234ef567890,2026-02-21 20:10:20.690730
194356,11,15,3706,84,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:10:25.690730
253861,7,3,8568,16,Benign,192.168.1.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:10:30.690730
405612,18,14,160,131,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:10:35.690730
59435,4,14,4027,20,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:10:40.690730
497556,2,4,6396,224,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 20:10:45.690730
225150,14,12,2691,288,Benign,45.67.89.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:10:50.690730
390976,13,17,8858,37,Benign,192.168.1.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:10:55.690730
101293,12,7,9863,244,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:11:00.690730
128781,7,9,6221,35,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:11:05.690730
241475,2,3,1300,63,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:11:10.690730
210196,13,13,2954,38,Benign,45.67.89.10,10.1.1.2,abcd1234ef567890,2026-02-21 20:11:15.690730
276507,14,15,7124,173,Benign,192.168.1.20,10.1.1.2,abcd1234ef567890,2026-02-21 20:11:20.690730
356063,17,18,9528,279,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:11:25.690730
289833,9,19,7072,44,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 20:11:30.690730
302377,17,1,236,295,Benign,45.67.89.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:11:35.690730
216319,8,6,1129,282,Benign,185.143.223.12,10.1.1.1,abcd1234ef567890,2026-02-21 20:11:40.690730
171172,2,2,2694,217,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 20:11:45.690730
406902,13,14,7306,247,Benign,192.168.1.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:11:50.690730
368717,3,6,761,102,Benign,192.168.1.20,10.1.1.3,abcd1234ef567890,2026-02-21 20:11:55.690730
109101,16,14,2572,182,Benign,185.143.223.12,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:12:00.690730
338790,6,4,186,88,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 20:12:05.690730
416329,19,8,6319,119,Benign,10.0.0.5,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:12:10.690730
73049,7,3,8243,226,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 20:12:15.690730
260677,10,19,7068,115,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:12:20.690730
410260,9,14,2873,56,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:12:25.690730
409523,2,17,1800,190,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:12:30.690730
118385,15,8,2800,73,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:12:35.690730
176131,5,14,6915,255,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:12:40.690730
483374,4,6,1747,253,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:12:45.690730
246489,4,16,6138,96,Benign,185.143.223.12,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:12:50.690730
73289,18,19,5264,226,Benign,45.67.89.10,10.1.1.1,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:12:55.690730
422370,4,14,5620,16,Benign,192.168.1.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:13:00.690730
412937,17,19,3787,287,Benign,45.67.89.10,10.1.1.1,abcd1234ef567890,2026-02-21 20:13:05.690730
321967,12,3,696,219,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:13:10.690730
241232,17,10,4645,178,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 20:13:15.690730
354119,10,19,8776,147,Benign,10.0.0.5,10.1.1.2,abcd1234ef567890,2026-02-21 20:13:20.690730
59540,1,9,8937,239,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:13:25.690730
66364,18,13,4857,170,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:13:30.690730
447827,18,7,4484,10,Benign,185.143.223.12,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:13:35.690730
77663,14,14,9012,245,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:13:40.690730
101991,15,9,4833,197,Benign,192.168.1.20,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:13:45.690730
238751,12,19,7181,13,Benign,192.168.1.10,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:13:50.690730
416326,4,15,8790,141,Benign,185.143.223.12,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:13:55.690730
212049,3,14,7217,227,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:14:00.690730
144704,12,6,4829,269,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:14:05.690730
99115,7,4,1773,10,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:14:10.690730
403151,11,8,8406,80,Benign,192.168.1.20,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:14:15.690730
269295,1,17,7278,187,Benign,10.0.0.5,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:14:20.690730
241962,6,9,2394,198,Benign,45.67.89.10,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:14:25.690730
247459,15,1,3730,17,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:14:30.690730
199143,15,14,246,262,Benign,185.143.223.12,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:14:35.690730
240347,19,11,3553,253,Benign,192.168.1.10,10.1.1.2,abcd1234ef567890,2026-02-21 20:14:40.690730
61938,11,3,4607,132,Benign,45.67.89.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:14:45.690730
478411,2,9,5883,292,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:14:50.690730
403824,14,14,7851,41,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:14:55.690730
54000,2,9,5728,155,Benign,185.143.223.12,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:15:00.690730
251660,4,4,8428,165,Benign,192.168.1.10,10.1.1.2,72a589da586844d7f0818ce684948eea,2026-02-21 20:15:05.690730
413186,17,4,3460,25,Benign,192.168.1.10,10.1.1.2,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:15:10.690730
405754,3,8,3105,56,Benign,192.168.1.10,10.1.1.3,abcd1234ef567890,2026-02-21 20:15:15.690730
301492,13,2,3652,260,Benign,185.143.223.12,10.1.1.1,abcd1234ef567890,2026-02-21 20:15:20.690730
415835,9,9,118,196,Benign,192.168.1.20,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:15:25.690730
88304,7,14,2342,40,Benign,192.168.1.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:15:30.690730
381593,15,9,6418,269,Benign,45.67.89.10,10.1.1.3,abcd1234ef567890,2026-02-21 20:15:35.690730
132986,11,16,5197,26,Benign,185.143.223.12,10.1.1.3,abcd1234ef567890,2026-02-21 20:15:40.690730
201836,2,17,8740,48,Benign,10.0.0.5,10.1.1.1,72a589da586844d7f0818ce684948eea,2026-02-21 20:15:45.690730
158940,15,16,2048,48,Benign,10.0.0.5,10.1.1.3,a0e9f5d64349fb13191bc781f81f42e1,2026-02-21 20:15:50.690730
350638,14,12,9237,141,Benign,45.67.89.10,10.1.1.2,abcd1234ef567890,2026-02-21 20:15:55.690730
315517,11,3,5718,39,Benign,192.168.1.20,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:16:00.690730
193233,3,11,4336,167,Benign,192.168.1.10,10.1.1.3,72a589da586844d7f0818ce684948eea,2026-02-21 20:16:05.690730
147532,17,14,7001,287,Benign,185.143.223.12,10.1.1.1,abcd1234ef567890,2026-02-21 20:16:10.690730
